experiment	train_dir	valid_dir	epoch	loss_avg	loss_min	loss_max	train_precision	train_recall	train_f1	valid_precision	valid_recall	valid_f1	time_1	time_2	time_3
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	19	0.38634484754864684	0.11008965969085693	0.7574530839920044	0.0	0.0	0	-1	-1	-1	1760.6974771022797	867.7123529911041	0.0001690387725830078
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	20	0.37864918647463536	0.10768231004476547	0.7436071634292603	0.0	0.0	0	-1	-1	-1	1906.0523610115051	864.9092090129852	0.00028586387634277344
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	21	0.3710947154321312	0.10573459416627884	0.7299641966819763	0.0	0.0	0	-1	-1	-1	1833.9172279834747	863.4521470069885	0.0004019737243652344
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	22	0.36341083680992115	0.10363442450761795	0.7165459394454956	0.0	0.0	0	-1	-1	-1	1846.2542989253998	859.5258250236511	0.0003440380096435547
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	23	0.3556625432034311	0.1018541008234024	0.7044011950492859	0.0	0.0	0	-1	-1	-1	1788.6343700885773	858.6920878887177	0.0001709461212158203
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	24	0.34865275492621933	0.09989331662654877	0.6936450600624084	0.0	0.0	0	-1	-1	-1	1781.8606250286102	861.6548058986664	0.00016808509826660156
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	25	0.3428278267893307	0.09842582046985626	0.6847130656242371	0.0	0.0	0	-1	-1	-1	1869.4255321025848	868.1136448383331	0.0002541542053222656
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	26	0.33755049912286594	0.09699354320764542	0.676286518573761	0.0	0.0	0	-1	-1	-1	1792.1865301132202	872.3100209236145	0.007966041564941406
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	27	0.33264177155807323	0.0957995057106018	0.6684044599533081	0.0	0.0	0	-1	-1	-1	1782.3524420261383	856.9289031028748	0.0002529621124267578
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	28	0.32806140352613977	0.09508325904607773	0.6608902215957642	0.0	0.0	0	-1	-1	-1	1780.5268568992615	851.8774559497833	0.0002551078796386719
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	29	0.32376243071280153	0.09433306008577347	0.6536697149276733	0.0	0.0	0	-1	-1	-1	1814.0849089622498	860.9846580028534	0.00017905235290527344
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	30	0.31968051217233034	0.09300374984741211	0.6467785835266113	0.0	0.0	0	-1	-1	-1	1885.8510270118713	871.8600690364838	0.0002319812774658203
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	31	0.3157756603328233	0.09148773550987244	0.6401567459106445	0.0	0.0	0	-1	-1	-1	1814.1690430641174	883.5951728820801	0.0001659393310546875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	32	0.3119448725316788	0.0903099849820137	0.6333900690078735	0.0	0.0	0	-1	-1	-1	1895.8321571350098	861.2401728630066	0.0003199577331542969
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	33	0.30832698129058017	0.08909473568201065	0.6264546513557434	0.0	0.0	0	-1	-1	-1	1793.975135087967	868.4990179538727	0.00017905235290527344
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	34	0.30491602189728445	0.0884886309504509	0.619804859161377	0.0	0.0	0	-1	-1	-1	1788.406532049179	862.2969660758972	0.00030803680419921875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	35	0.30168352769677154	0.08816611766815186	0.6137204170227051	0.0	0.0	0	-1	-1	-1	1847.9711589813232	861.8524959087372	0.0004000663757324219
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	36	0.2985678038887994	0.08731285482645035	0.608394205570221	0.0	0.0	0	-1	-1	-1	1772.0947210788727	857.5202419757843	0.0001838207244873047
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	37	0.29557530134236665	0.08648357540369034	0.6034762263298035	0.0	0.0	0	-1	-1	-1	1815.6780650615692	879.2921271324158	0.0001819133758544922
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	38	0.29270159872832835	0.08541691303253174	0.5988607406616211	0.0	0.0	0	-1	-1	-1	1922.4098269939423	862.0544731616974	0.0004799365997314453
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	39	0.2899325306409441	0.0842975303530693	0.5944234728813171	0.0	0.0	0	-1	-1	-1	1908.1060118675232	859.5891590118408	0.00017309188842773438
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	40	0.2872562608517018	0.08324039727449417	0.5899004936218262	0.0	0.0	0	-1	-1	-1	1936.8363111019135	866.3858189582825	0.00037598609924316406
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	41	0.28465365338964366	0.08244699984788895	0.5855761170387268	0.0	0.0	0	-1	-1	-1	1802.8268780708313	856.2582468986511	0.0008559226989746094
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	42	0.2821277340655316	0.0818401351571083	0.5813355445861816	0.0	0.0	0	-1	-1	-1	1832.0576210021973	858.2831230163574	0.0001819133758544922
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	43	0.2796959756802398	0.08128895610570908	0.5773842930793762	0.0	0.0	0	-1	-1	-1	1780.9400599002838	855.2206139564514	0.00018310546875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	44	0.2773615619764496	0.08059312403202057	0.5735740661621094	0.0	0.0	0	-1	-1	-1	1821.5572018623352	855.5419709682465	0.0001671314239501953
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	45	0.27511500459304555	0.08013921231031418	0.5700457096099854	0.0	0.0	0	-1	-1	-1	2089.726938009262	869.3382740020752	0.010952949523925781
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	46	0.2729389465657172	0.0795997828245163	0.566619873046875	0.0	0.0	0	-1	-1	-1	1840.7464790344238	860.0403029918671	0.0001819133758544922
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	47	0.270830336087378	0.07902464270591736	0.5633124113082886	0.0	0.0	0	-1	-1	-1	1860.1604778766632	851.5526010990143	0.0005679130554199219
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	48	0.268779568663005	0.07851479202508926	0.5600051283836365	0.0	0.0	0	-1	-1	-1	2222.835420846939	863.5995330810547	0.0001780986785888672
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	49	0.266777859956128	0.07791896909475327	0.556819498538971	0.0	0.0	0	-1	-1	-1	1783.770038843155	860.6920311450958	0.0005328655242919922
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	50	0.2648330472214328	0.07743746787309647	0.5536098480224609	0.0	0.0	0	-1	-1	-1	1914.105134010315	880.2845559120178	0.00030303001403808594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	51	0.26292669800287505	0.07689084112644196	0.5506047010421753	0.0	0.0	0	-1	-1	-1	1776.5664060115814	878.2985200881958	0.0002028942108154297
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	52	0.26106455239086085	0.07633893936872482	0.5475645661354065	0.0	0.0	0	-1	-1	-1	1775.2157900333405	867.8096430301666	0.00016999244689941406
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	53	0.2592901793757757	0.07576440274715424	0.5445339679718018	0.0	0.0	0	-1	-1	-1	1783.003072977066	869.6023459434509	0.00044798851013183594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	54	0.2575391224726712	0.07519958168268204	0.5416469573974609	0.0	0.0	0	-1	-1	-1	1748.731339931488	871.8828570842743	0.0001881122589111328
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	55	0.2557049466120748	0.07454152405261993	0.5387750864028931	0.0	0.0	0	-1	-1	-1	1838.7985610961914	885.8853030204773	0.0003440380096435547
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	56	0.2541087622602418	0.07411577552556992	0.5359336137771606	0.0	0.0	0	-1	-1	-1	1806.5273790359497	927.2472229003906	0.00016999244689941406
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	57	0.2524524680768886	0.07356121391057968	0.5331878066062927	0.0	0.0	0	-1	-1	-1	1783.0680420398712	871.6480619907379	0.0001800060272216797
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	58	0.2508153234998204	0.07291615009307861	0.5306564569473267	0.0	0.0	0	-1	-1	-1	2048.2952558994293	1143.734316110611	0.00018405914306640625
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	59	0.24920089669449164	0.07230626046657562	0.5280770659446716	0.0	0.0	0	-1	-1	-1	1832.8534409999847	909.7722039222717	0.00017499923706054688
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	60	0.2476174049206851	0.07169096916913986	0.525674045085907	0.0	0.0	0	-1	-1	-1	1827.7894968986511	905.2042651176453	0.0004429817199707031
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	61	0.24605918518493763	0.07117968797683716	0.5232398509979248	0.0	0.0	0	-1	-1	-1	1808.485864162445	878.8184750080109	0.0001800060272216797
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	62	0.24451482408130998	0.07078389823436737	0.5210637450218201	0.0	0.0	0	-1	-1	-1	1791.7106761932373	883.6208188533783	0.0002579689025878906
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	63	0.24299641758917132	0.07033245265483856	0.5188072323799133	0.0	0.0	0	-1	-1	-1	1913.7031421661377	878.1941668987274	0.0004220008850097656
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	64	0.24149335317628004	0.06994882971048355	0.516548216342926	0.0	0.0	0	-1	-1	-1	1839.693953037262	908.9412078857422	0.0003390312194824219
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	65	0.240004992191101	0.06961961090564728	0.5142852067947388	0.0	0.0	0	-1	-1	-1	1829.2986969947815	883.111212015152	0.000247955322265625
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	66	0.23852571526472216	0.06908295303583145	0.5121151208877563	0.0	0.0	0	-1	-1	-1	1800.6787271499634	875.211009979248	0.00017189979553222656
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	67	0.23705628814182095	0.0686686784029007	0.5099493265151978	0.0	0.0	0	-1	-1	-1	1792.0678730010986	882.0256259441376	0.00045013427734375
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	68	0.23560480281557705	0.06813214719295502	0.5076549649238586	0.0	0.0	0	-1	-1	-1	1796.0668740272522	879.4004249572754	0.00017499923706054688
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	69	0.23416520528571771	0.06767947971820831	0.5054357051849365	0.0	0.0	0	-1	-1	-1	1908.1782591342926	887.3791098594666	0.0001862049102783203
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	70	0.23273771218828082	0.06735903769731522	0.5031037330627441	0.0	0.0	0	-1	-1	-1	1789.3038098812103	868.1072299480438	0.00018095970153808594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	71	0.23131568243933104	0.06760680675506592	0.5007029175758362	0.0	0.0	0	-1	-1	-1	1847.035176038742	889.8669819831848	0.0001690387725830078
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	72	0.22989030260520485	0.06757710129022598	0.49831491708755493	0.0	0.0	0	-1	-1	-1	1779.628065109253	877.738461971283	0.0002899169921875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	73	0.2284746152373241	0.0671224370598793	0.4957657754421234	0.0	0.0	0	-1	-1	-1	1816.650988817215	949.5005769729614	0.00017404556274414062
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	74	0.22704878437546258	0.06658897548913956	0.4931986331939697	0.0	0.0	0	-1	-1	-1	1901.087903022766	888.5485157966614	0.0001811981201171875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	75	0.2256254412599137	0.06620179116725922	0.4905475080013275	0.0	0.0	0	-1	-1	-1	1830.8960309028625	881.3752460479736	0.00018215179443359375
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	76	0.22418636293442518	0.06584516912698746	0.487746000289917	0.0	0.0	0	-1	-1	-1	1820.7230491638184	880.8500459194183	0.0001780986785888672
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	77	0.22274244377047606	0.06549445539712906	0.48479971289634705	0.0	0.0	0	-1	-1	-1	1791.425453901291	878.6228260993958	0.00017309188842773438
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	78	0.22127532178245085	0.06502045691013336	0.4818604588508606	0.0	0.0	0	-1	-1	-1	1835.7663538455963	878.6209020614624	0.00017404556274414062
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	79	0.2197820018284541	0.06480155140161514	0.4789840877056122	0.0	0.0	0	-1	-1	-1	1942.106695175171	907.5708990097046	0.009593009948730469
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	80	0.2182520193259148	0.06438982486724854	0.475771427154541	0.0	0.0	0	-1	-1	-1	1832.8834919929504	875.7585411071777	0.00017499923706054688
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	81	0.2166879671533404	0.06391512602567673	0.47244200110435486	0.0	0.0	0	-1	-1	-1	1864.5932099819183	886.5931260585785	0.0002830028533935547
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	82	0.21508869374151784	0.06339374929666519	0.4687589406967163	0.0	0.0	0	-1	-1	-1	1799.1391160488129	883.1441538333893	0.0001761913299560547
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	83	0.21345794455763142	0.06262224912643433	0.4646635949611664	0.0	0.0	0	-1	-1	-1	1843.1124279499054	880.754469871521	0.0001780986785888672
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	84	0.21173419120765058	0.06185048446059227	0.4598371982574463	0.0	0.0	0	-1	-1	-1	2013.4680399894714	887.8249640464783	0.00033593177795410156
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	85	0.21028471868506451	0.061595987528562546	0.4544612169265747	0.0	0.0	0	-1	-1	-1	1769.8649859428406	878.9541521072388	0.00017786026000976562
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	86	0.2083662369563547	0.060854945331811905	0.4483547806739807	0.0	0.0	0	-1	-1	-1	1772.7022440433502	882.9757878780365	0.0002009868621826172
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	87	0.20689464175272965	0.06078669801354408	0.44195446372032166	0.0	0.0	0	-1	-1	-1	1838.6582260131836	881.5006539821625	0.0001728534698486328
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	88	0.20483513280936222	0.05985470116138458	0.4349510967731476	0.0	0.0	0	-1	-1	-1	1881.7130489349365	909.6223750114441	0.0001671314239501953
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	89	0.203206773078496	0.059400252997875214	0.42781636118888855	0.0	0.0	0	-1	-1	-1	1814.3080761432648	878.2097408771515	0.0004279613494873047
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	90	0.20117602734789336	0.05850796028971672	0.42077112197875977	0.0	0.0	0	-1	-1	-1	1821.7970569133759	880.2064280509949	0.0001709461212158203
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	91	0.19980938771703496	0.059497296810150146	0.4146428108215332	0.0	0.0	0	-1	-1	-1	1771.3469870090485	893.7223207950592	0.0003771781921386719
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	92	0.19765879542587012	0.05845797434449196	0.4079197347164154	0.0	0.0	0	-1	-1	-1	1798.2336950302124	886.7256600856781	0.0003619194030761719
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	93	0.19590887048854114	0.05829710140824318	0.39469945430755615	0.0	0.0	0	-1	-1	-1	1845.20019197464	935.0486080646515	0.0003600120544433594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	94	0.19373164481420746	0.056011684238910675	0.38945356011390686	0.0	0.0	0	-1	-1	-1	1763.2332899570465	884.6660869121552	0.0002090930938720703
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	95	0.19145648799063542	0.054542992264032364	0.3828088045120239	0.0	0.0	0	-1	-1	-1	1849.960443019867	885.4100511074066	0.00022101402282714844
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	96	0.19024471107747154	0.053596146404743195	0.37221798300743103	0.0	0.0	0	-1	-1	-1	1873.0735731124878	888.992931842804	0.00016808509826660156
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	97	0.18740985803773355	0.05239487439393997	0.3665671646595001	0.0	0.0	0	-1	-1	-1	1790.3429670333862	887.7313320636749	0.00017499923706054688
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	98	0.1858446879382484	0.05258769169449806	0.36139222979545593	0.0	0.0	0	-1	-1	-1	1923.2052478790283	882.3709230422974	0.0002219676971435547
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	99	0.18392350314399536	0.051963720470666885	0.3640024662017822	0.0	0.0	0	-1	-1	-1	1813.0984621047974	880.4514617919922	0.00018906593322753906
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	100	0.18169892021585488	0.05026823654770851	0.3532419204711914	0.0	0.0	0	-1	-1	-1	1779.737377166748	916.1395208835602	0.00020503997802734375
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	101	0.17987264220431837	0.04957012087106705	0.35687220096588135	0.0	0.0	0	-1	-1	-1	1781.5259020328522	880.9542679786682	0.00017118453979492188
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	102	0.1772579029329894	0.049412209540605545	0.3459840416908264	0.0	0.0	0	-1	-1	-1	1810.4818229675293	884.0931470394135	0.00017786026000976562
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	103	0.17559585043631637	0.0489414818584919	0.34216198325157166	0.0	0.0	0	-1	-1	-1	1913.1399099826813	888.6092641353607	0.00017690658569335938
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	104	0.17357357101198476	0.04951358214020729	0.35937678813934326	0.0	0.0	0	-1	-1	-1	1768.7824611663818	892.5213048458099	0.00019812583923339844
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	105	0.17149536047415423	0.04596240818500519	0.3359193205833435	0.0	0.0	0	-1	-1	-1	1753.794742822647	970.8629040718079	0.00017404556274414062
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	106	0.16998385160974522	0.04622696712613106	0.33444100618362427	0.0	0.0	0	-1	-1	-1	1814.544063091278	873.3285009860992	0.000270843505859375
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	107	0.16761386911453788	0.04810909181833267	0.32760974764823914	0.0	0.0	0	-1	-1	-1	1759.0631248950958	1132.834848165512	0.0001728534698486328
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	108	0.1663985083829038	0.046082980930805206	0.32607701420783997	0.0	0.0	0	-1	-1	-1	1993.2447638511658	873.722736120224	0.00018405914306640625
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	109	0.16474041117178945	0.044427886605262756	0.3382333517074585	0.0	0.0	0	-1	-1	-1	1813.9813730716705	908.8837089538574	0.00017213821411132812
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	110	0.1625576556714394	0.0469803661108017	0.3264947831630707	0.0	0.0	0	-1	-1	-1	1784.9646618366241	874.4978971481323	0.0007939338684082031
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	111	0.16109988511781057	0.04177403450012207	0.32033276557922363	0.0	0.0	0	-1	-1	-1	1815.5402681827545	874.8871848583221	0.0001709461212158203
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	112	0.15990281127129885	0.041390568017959595	0.31006085872650146	0.0	0.0	0	-1	-1	-1	1813.5542781352997	868.598014831543	0.00018310546875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	113	0.1575801132656761	0.042686618864536285	0.30674874782562256	0.0	0.0	0	-1	-1	-1	1947.342129945755	878.4398679733276	0.00021910667419433594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	114	0.15685179076468658	0.04020347446203232	0.3044098913669586	0.0	0.0	0	-1	-1	-1	1820.750160932541	853.0549640655518	0.0001838207244873047
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	115	0.15505209327287794	0.04166419431567192	0.3131529986858368	0.0	0.0	0	-1	-1	-1	1816.4132618904114	872.6328129768372	0.00022411346435546875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	116	0.15404821353345396	0.040353450924158096	0.3133845925331116	0.0	0.0	0	-1	-1	-1	1828.332978963852	873.7233769893646	0.0002741813659667969
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	117	0.15235141110834807	0.03910813108086586	0.31493669748306274	0.0	0.0	0	-1	-1	-1	1797.3666071891785	878.0593569278717	0.00016999244689941406
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	118	0.15138720628405106	0.04551805555820465	0.30444034934043884	0.0	0.0	0	-1	-1	-1	1927.9779591560364	914.3720090389252	0.0003337860107421875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	119	0.14965717643584328	0.03948131948709488	0.29251500964164734	0.0	0.0	0	-1	-1	-1	1789.2858839035034	879.578851222992	0.00017499923706054688
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	120	0.14884676461446789	0.038224201649427414	0.2896530330181122	0.0	0.0	0	-1	-1	-1	1803.4259309768677	882.4188740253448	0.00041794776916503906
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	121	0.14732724996527896	0.03864758461713791	0.28623753786087036	0.0	0.0	0	-1	-1	-1	1804.2724449634552	882.5192818641663	0.000946044921875
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	122	0.14656931847894614	0.037540849298238754	0.2860701382160187	0.0	0.0	0	-1	-1	-1	1797.9690289497375	1041.653501033783	0.0002548694610595703
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	123	0.1452643795314849	0.03862188011407852	0.28266432881355286	0.0	0.0	0	-1	-1	-1	1866.0499880313873	914.5317339897156	0.0002720355987548828
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	124	0.14463585343725868	0.0366971492767334	0.31077706813812256	0.0	0.0	0	-1	-1	-1	1845.8563339710236	885.4553570747375	0.0003600120544433594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	125	0.14265473789727673	0.0392700657248497	0.2796107530593872	0.0	0.0	0	-1	-1	-1	1755.4238579273224	884.2923882007599	0.0006029605865478516
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	126	0.14240465382859535	0.03640039637684822	0.2775358557701111	0.0	0.0	0	-1	-1	-1	1808.3852260112762	881.9969520568848	0.0001819133758544922
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	127	0.1410313449935943	0.036239560693502426	0.2795987129211426	0.0	0.0	0	-1	-1	-1	1824.1498861312866	907.7843358516693	0.009927034378051758
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	128	0.13988314474696037	0.035617075860500336	0.27431362867355347	0.0	0.0	0	-1	-1	-1	1781.2377140522003	875.4127969741821	0.00016617774963378906
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	129	0.13875319413254578	0.03543578088283539	0.27086886763572693	0.0	0.0	0	-1	-1	-1	1780.653282880783	880.8628661632538	0.00034880638122558594
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	130	0.1377454905121873	0.03846510872244835	0.273993581533432	0.0	0.0	0	-1	-1	-1	1696.161264181137	854.7559428215027	0.0004911422729492188
ex/conll15st-s4-all-train	conll15st-train	conll15st-dev	131	0.13760056410371374	0.03677643835544586	0.2777266800403595	0.0	0.0	0	-1	-1	-1	1821.9131360054016	874.8383331298828	0.0002779960632324219
